@RELATION svmSMtemp
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {normal,pause}

@DATA
0.111203,0.005829,2.821593,0.172677,0.196835,0.699554,0.007509,0.218069,-30.090303,1.600137,1.061793,-0.038676,-0.401598,0.311039,-0.468258,0.350121,0.001152,-0.005040,-0.014116,0.119081,0.118822,0.004859,0.001948,0.026094,0.015599,0.048125,0.010895,0.048184,0.000521,0.004145,0.017129,0.021879,0.002662,0.025667,0.069456,0.008728,0.381856,0.071543,0.040648,0.562018,0.005134,0.222993,3.961139,0.978863,0.664202,0.395235,0.406340,0.344434,0.348788,0.182152,0.349427,0.179149,0.196180,0.148077,0.179641,0.003679,0.002646,0.015363,0.018989,0.048515,0.017775,0.050704,0.000457,0.005649,0.019381,0.017877,0.003562,0.013779,normal
0.159546,0.005885,2.704173,0.197686,0.175821,1.000172,0.009342,0.227208,-29.853141,1.297909,0.798652,-0.285131,-0.457544,-0.047636,-0.251839,0.064234,0.097529,-0.062358,-0.067213,-0.005706,-0.117306,0.012681,0.005653,0.013312,0.017022,0.013383,0.011630,0.027042,0.001472,0.004190,0.011597,0.012785,0.006475,0.016610,0.099507,0.009503,0.667608,0.085848,0.052432,0.561778,0.007844,0.185782,5.419182,0.889051,0.808019,0.660433,0.536892,0.442417,0.521824,0.507917,0.381353,0.393557,0.288450,0.357369,0.271880,0.018227,0.008773,0.013289,0.028038,0.019921,0.025341,0.036477,0.002520,0.004336,0.021308,0.012585,0.009364,0.009991,normal
0.055686,0.004474,3.256400,0.115235,0.153998,0.501154,0.004105,0.112294,-26.969128,1.320167,0.293532,0.129895,-0.651824,-0.295288,-0.419995,0.338038,-0.222291,0.229795,-0.020583,0.101637,0.005834,0.005763,0.001769,0.003459,0.007356,0.006074,0.002501,0.009169,0.000726,0.007745,0.046239,0.028770,0.003109,0.016783,0.031726,0.003394,0.094932,0.034846,0.039358,0.146969,0.002818,0.058819,1.653148,0.391755,0.329697,0.293382,0.263724,0.269449,0.304454,0.209234,0.233122,0.205584,0.211832,0.175243,0.175952,0.004615,0.001713,0.003228,0.006736,0.008864,0.002053,0.011415,0.000960,0.005605,0.026444,0.010399,0.005037,0.008946,normal
0.163958,0.011183,2.921574,0.171914,0.184998,0.603733,0.013092,0.213668,-29.639920,0.835373,-0.771058,-0.017772,-0.326223,-0.146907,-0.238018,-0.189835,-0.025666,0.069535,0.062472,0.094019,-0.073529,0.004884,0.004144,0.019968,0.015587,0.011551,0.008259,0.033309,0.005294,0.013576,0.009119,0.011655,0.007430,0.019710,0.112479,0.015315,0.396790,0.072729,0.048296,0.420885,0.009465,0.202112,3.576607,1.372004,1.005298,0.630899,0.602629,0.409169,0.419198,0.443217,0.424933,0.374028,0.434593,0.306168,0.323412,0.006689,0.007098,0.027087,0.024615,0.014664,0.012756,0.042515,0.008237,0.018483,0.010659,0.016788,0.012915,0.013614,normal
0.139097,0.022321,3.011287,0.176710,0.195787,0.797804,0.011010,0.245998,-29.595130,1.073984,-0.105957,-0.395224,-0.143624,-0.038472,-0.136857,0.055024,0.056499,0.187042,-0.012175,-0.005777,-0.115654,0.012991,0.008220,0.012185,0.004446,0.017103,0.011553,0.067957,0.007898,0.011031,0.012205,0.008189,0.007873,0.027502,0.108839,0.035402,0.369251,0.072199,0.054061,0.554378,0.009323,0.239983,5.294390,1.019704,0.958387,0.736963,0.491822,0.452686,0.355931,0.311652,0.328265,0.322478,0.262661,0.253445,0.254329,0.017059,0.017537,0.013816,0.004741,0.021842,0.017528,0.075706,0.014824,0.019096,0.016078,0.008534,0.013875,0.018278,normal
0.090869,0.086258,3.316238,0.275732,0.249355,1.427722,0.000019,0.227768,-25.759774,-0.390783,-0.645954,-1.200961,-0.371924,-0.800755,1.059866,0.720129,0.050154,-0.696047,-0.863044,0.915349,-0.311138,0.000070,0.000083,0.000792,0.142295,0.000842,0.000080,0.000257,0.000056,0.000050,0.010729,0.000060,0.000047,0.039108,0.000221,0.000143,0.003576,0.003134,0.001601,0.003070,0.000015,0.000000,0.194620,0.425584,0.366027,0.249849,0.297443,0.262035,0.264763,0.122465,0.243102,0.170404,0.191143,0.124669,0.104077,0.000011,0.000011,0.000056,0.000330,0.000051,0.000010,0.000030,0.000012,0.000012,0.000108,0.000016,0.000013,0.000091,pause
0.090869,0.086258,3.316238,0.275732,0.249355,1.427722,0.000019,0.227768,-25.759774,-0.390783,-0.645954,-1.200961,-0.371924,-0.800755,1.059866,0.720129,0.050154,-0.696047,-0.863044,0.915349,-0.311138,0.000070,0.000083,0.000792,0.142295,0.000842,0.000080,0.000257,0.000056,0.000050,0.010729,0.000060,0.000047,0.039108,0.000221,0.000143,0.003576,0.003134,0.001601,0.003070,0.000015,0.000000,0.194620,0.425584,0.366027,0.249849,0.297443,0.262035,0.264763,0.122465,0.243102,0.170404,0.191143,0.124669,0.104077,0.000011,0.000011,0.000056,0.000330,0.000051,0.000010,0.000030,0.000012,0.000012,0.000108,0.000016,0.000013,0.000091,pause
0.090869,0.086258,3.316238,0.275732,0.249355,1.427722,0.000019,0.227768,-25.759774,-0.390783,-0.645954,-1.200961,-0.371924,-0.800755,1.059866,0.720129,0.050154,-0.696047,-0.863044,0.915349,-0.311138,0.000070,0.000083,0.000792,0.142295,0.000842,0.000080,0.000257,0.000056,0.000050,0.010729,0.000060,0.000047,0.039108,0.000221,0.000143,0.003576,0.003134,0.001601,0.003070,0.000015,0.000000,0.194620,0.425584,0.366027,0.249849,0.297443,0.262035,0.264763,0.122465,0.243102,0.170404,0.191143,0.124669,0.104077,0.000011,0.000011,0.000056,0.000330,0.000051,0.000010,0.000030,0.000012,0.000012,0.000108,0.000016,0.000013,0.000091,pause
0.090869,0.086258,3.316238,0.275732,0.249355,1.427722,0.000019,0.227768,-25.759774,-0.390783,-0.645954,-1.200961,-0.371924,-0.800755,1.059866,0.720129,0.050154,-0.696047,-0.863044,0.915349,-0.311138,0.000070,0.000083,0.000792,0.142295,0.000842,0.000080,0.000257,0.000056,0.000050,0.010729,0.000060,0.000047,0.039108,0.000221,0.000143,0.003576,0.003134,0.001601,0.003070,0.000015,0.000000,0.194620,0.425584,0.366027,0.249849,0.297443,0.262035,0.264763,0.122465,0.243102,0.170404,0.191143,0.124669,0.104077,0.000011,0.000011,0.000056,0.000330,0.000051,0.000010,0.000030,0.000012,0.000012,0.000108,0.000016,0.000013,0.000091,pause
0.090869,0.086258,3.316238,0.275732,0.249355,1.427722,0.000019,0.227768,-25.759774,-0.390783,-0.645954,-1.200961,-0.371924,-0.800755,1.059866,0.720129,0.050154,-0.696047,-0.863044,0.915349,-0.311138,0.000070,0.000083,0.000792,0.142295,0.000842,0.000080,0.000257,0.000056,0.000050,0.010729,0.000060,0.000047,0.039108,0.000221,0.000143,0.003576,0.003134,0.001601,0.003070,0.000015,0.000000,0.194620,0.425584,0.366027,0.249849,0.297443,0.262035,0.264763,0.122465,0.243102,0.170404,0.191143,0.124669,0.104077,0.000011,0.000011,0.000056,0.000330,0.000051,0.000010,0.000030,0.000012,0.000012,0.000108,0.000016,0.000013,0.000091,pause
0.090869,0.086258,3.316238,0.275732,0.249355,1.427722,0.000019,0.227768,-25.759774,-0.390783,-0.645954,-1.200961,-0.371924,-0.800755,1.059866,0.720129,0.050154,-0.696047,-0.863044,0.915349,-0.311138,0.000070,0.000083,0.000792,0.142295,0.000842,0.000080,0.000257,0.000056,0.000050,0.010729,0.000060,0.000047,0.039108,0.000221,0.000143,0.003576,0.003134,0.001601,0.003070,0.000015,0.000000,0.194620,0.425584,0.366027,0.249849,0.297443,0.262035,0.264763,0.122465,0.243102,0.170404,0.191143,0.124669,0.104077,0.000011,0.000011,0.000056,0.000330,0.000051,0.000010,0.000030,0.000012,0.000012,0.000108,0.000016,0.000013,0.000091,pause
0.090869,0.086258,3.316238,0.275732,0.249355,1.427722,0.000019,0.227768,-25.759774,-0.390783,-0.645954,-1.200961,-0.371924,-0.800755,1.059866,0.720129,0.050154,-0.696047,-0.863044,0.915349,-0.311138,0.000070,0.000083,0.000792,0.142295,0.000842,0.000080,0.000257,0.000056,0.000050,0.010729,0.000060,0.000047,0.039108,0.000221,0.000143,0.003576,0.003134,0.001601,0.003070,0.000015,0.000000,0.194620,0.425584,0.366027,0.249849,0.297443,0.262035,0.264763,0.122465,0.243102,0.170404,0.191143,0.124669,0.104077,0.000011,0.000011,0.000056,0.000330,0.000051,0.000010,0.000030,0.000012,0.000012,0.000108,0.000016,0.000013,0.000091,pause
0.090869,0.086258,3.316238,0.275732,0.249355,1.427722,0.000019,0.227768,-25.759774,-0.390783,-0.645954,-1.200961,-0.371924,-0.800755,1.059866,0.720129,0.050154,-0.696047,-0.863044,0.915349,-0.311138,0.000070,0.000083,0.000792,0.142295,0.000842,0.000080,0.000257,0.000056,0.000050,0.010729,0.000060,0.000047,0.039108,0.000221,0.000143,0.003576,0.003134,0.001601,0.003070,0.000015,0.000000,0.194620,0.425584,0.366027,0.249849,0.297443,0.262035,0.264763,0.122465,0.243102,0.170404,0.191143,0.124669,0.104077,0.000011,0.000011,0.000056,0.000330,0.000051,0.000010,0.000030,0.000012,0.000012,0.000108,0.000016,0.000013,0.000091,pause
0.090869,0.086258,3.316238,0.275732,0.249355,1.427722,0.000019,0.227768,-25.759774,-0.390783,-0.645954,-1.200961,-0.371924,-0.800755,1.059866,0.720129,0.050154,-0.696047,-0.863044,0.915349,-0.311138,0.000070,0.000083,0.000792,0.142295,0.000842,0.000080,0.000257,0.000056,0.000050,0.010729,0.000060,0.000047,0.039108,0.000221,0.000143,0.003576,0.003134,0.001601,0.003070,0.000015,0.000000,0.194620,0.425584,0.366027,0.249849,0.297443,0.262035,0.264763,0.122465,0.243102,0.170404,0.191143,0.124669,0.104077,0.000011,0.000011,0.000056,0.000330,0.000051,0.000010,0.000030,0.000012,0.000012,0.000108,0.000016,0.000013,0.000091,pause
0.090869,0.086258,3.316238,0.275732,0.249355,1.427722,0.000019,0.227768,-25.759774,-0.390783,-0.645954,-1.200961,-0.371924,-0.800755,1.059866,0.720129,0.050154,-0.696047,-0.863044,0.915349,-0.311138,0.000070,0.000083,0.000792,0.142295,0.000842,0.000080,0.000257,0.000056,0.000050,0.010729,0.000060,0.000047,0.039108,0.000221,0.000143,0.003576,0.003134,0.001601,0.003070,0.000015,0.000000,0.194620,0.425584,0.366027,0.249849,0.297443,0.262035,0.264763,0.122465,0.243102,0.170404,0.191143,0.124669,0.104077,0.000011,0.000011,0.000056,0.000330,0.000051,0.000010,0.000030,0.000012,0.000012,0.000108,0.000016,0.000013,0.000091,pause
0.090869,0.086258,3.316238,0.275732,0.249355,1.427722,0.000019,0.227768,-25.759774,-0.390783,-0.645954,-1.200961,-0.371924,-0.800755,1.059866,0.720129,0.050154,-0.696047,-0.863044,0.915349,-0.311138,0.000070,0.000083,0.000792,0.142295,0.000842,0.000080,0.000257,0.000056,0.000050,0.010729,0.000060,0.000047,0.039108,0.000221,0.000143,0.003576,0.003134,0.001601,0.003070,0.000015,0.000000,0.194620,0.425584,0.366027,0.249849,0.297443,0.262035,0.264763,0.122465,0.243102,0.170404,0.191143,0.124669,0.104077,0.000011,0.000011,0.000056,0.000330,0.000051,0.000010,0.000030,0.000012,0.000012,0.000108,0.000016,0.000013,0.000091,pause
0.090869,0.086258,3.316238,0.275732,0.249355,1.427722,0.000019,0.227768,-25.759774,-0.390783,-0.645954,-1.200961,-0.371924,-0.800755,1.059866,0.720129,0.050154,-0.696047,-0.863044,0.915349,-0.311138,0.000070,0.000083,0.000792,0.142295,0.000842,0.000080,0.000257,0.000056,0.000050,0.010729,0.000060,0.000047,0.039108,0.000221,0.000143,0.003576,0.003134,0.001601,0.003070,0.000015,0.000000,0.194620,0.425584,0.366027,0.249849,0.297443,0.262035,0.264763,0.122465,0.243102,0.170404,0.191143,0.124669,0.104077,0.000011,0.000011,0.000056,0.000330,0.000051,0.000010,0.000030,0.000012,0.000012,0.000108,0.000016,0.000013,0.000091,pause
0.090869,0.086258,3.316238,0.275732,0.249355,1.427722,0.000019,0.227768,-25.759774,-0.390783,-0.645954,-1.200961,-0.371924,-0.800755,1.059866,0.720129,0.050154,-0.696047,-0.863044,0.915349,-0.311138,0.000070,0.000083,0.000792,0.142295,0.000842,0.000080,0.000257,0.000056,0.000050,0.010729,0.000060,0.000047,0.039108,0.000221,0.000143,0.003576,0.003134,0.001601,0.003070,0.000015,0.000000,0.194620,0.425584,0.366027,0.249849,0.297443,0.262035,0.264763,0.122465,0.243102,0.170404,0.191143,0.124669,0.104077,0.000011,0.000011,0.000056,0.000330,0.000051,0.000010,0.000030,0.000012,0.000012,0.000108,0.000016,0.000013,0.000091,pause
0.090869,0.086258,3.316238,0.275732,0.249355,1.427722,0.000019,0.227768,-25.759774,-0.390783,-0.645954,-1.200961,-0.371924,-0.800755,1.059866,0.720129,0.050154,-0.696047,-0.863044,0.915349,-0.311138,0.000070,0.000083,0.000792,0.142295,0.000842,0.000080,0.000257,0.000056,0.000050,0.010729,0.000060,0.000047,0.039108,0.000221,0.000143,0.003576,0.003134,0.001601,0.003070,0.000015,0.000000,0.194620,0.425584,0.366027,0.249849,0.297443,0.262035,0.264763,0.122465,0.243102,0.170404,0.191143,0.124669,0.104077,0.000011,0.000011,0.000056,0.000330,0.000051,0.000010,0.000030,0.000012,0.000012,0.000108,0.000016,0.000013,0.000091,pause
0.090869,0.086258,3.316238,0.275732,0.249355,1.427722,0.000019,0.227768,-25.759774,-0.390783,-0.645954,-1.200961,-0.371924,-0.800755,1.059866,0.720129,0.050154,-0.696047,-0.863044,0.915349,-0.311138,0.000070,0.000083,0.000792,0.142295,0.000842,0.000080,0.000257,0.000056,0.000050,0.010729,0.000060,0.000047,0.039108,0.000221,0.000143,0.003576,0.003134,0.001601,0.003070,0.000015,0.000000,0.194620,0.425584,0.366027,0.249849,0.297443,0.262035,0.264763,0.122465,0.243102,0.170404,0.191143,0.124669,0.104077,0.000011,0.000011,0.000056,0.000330,0.000051,0.000010,0.000030,0.000012,0.000012,0.000108,0.000016,0.000013,0.000091,pause
0.090869,0.086258,3.316238,0.275732,0.249355,1.427722,0.000019,0.227768,-25.759774,-0.390783,-0.645954,-1.200961,-0.371924,-0.800755,1.059866,0.720129,0.050154,-0.696047,-0.863044,0.915349,-0.311138,0.000070,0.000083,0.000792,0.142295,0.000842,0.000080,0.000257,0.000056,0.000050,0.010729,0.000060,0.000047,0.039108,0.000221,0.000143,0.003576,0.003134,0.001601,0.003070,0.000015,0.000000,0.194620,0.425584,0.366027,0.249849,0.297443,0.262035,0.264763,0.122465,0.243102,0.170404,0.191143,0.124669,0.104077,0.000011,0.000011,0.000056,0.000330,0.000051,0.000010,0.000030,0.000012,0.000012,0.000108,0.000016,0.000013,0.000091,pause
0.090869,0.086258,3.316238,0.275732,0.249355,1.427722,0.000019,0.227768,-25.759774,-0.390783,-0.645954,-1.200961,-0.371924,-0.800755,1.059866,0.720129,0.050154,-0.696047,-0.863044,0.915349,-0.311138,0.000070,0.000083,0.000792,0.142295,0.000842,0.000080,0.000257,0.000056,0.000050,0.010729,0.000060,0.000047,0.039108,0.000221,0.000143,0.003576,0.003134,0.001601,0.003070,0.000015,0.000000,0.194620,0.425584,0.366027,0.249849,0.297443,0.262035,0.264763,0.122465,0.243102,0.170404,0.191143,0.124669,0.104077,0.000011,0.000011,0.000056,0.000330,0.000051,0.000010,0.000030,0.000012,0.000012,0.000108,0.000016,0.000013,0.000091,pause
0.090869,0.086258,3.316238,0.275732,0.249355,1.427722,0.000019,0.227768,-25.759774,-0.390783,-0.645954,-1.200961,-0.371924,-0.800755,1.059866,0.720129,0.050154,-0.696047,-0.863044,0.915349,-0.311138,0.000070,0.000083,0.000792,0.142295,0.000842,0.000080,0.000257,0.000056,0.000050,0.010729,0.000060,0.000047,0.039108,0.000221,0.000143,0.003576,0.003134,0.001601,0.003070,0.000015,0.000000,0.194620,0.425584,0.366027,0.249849,0.297443,0.262035,0.264763,0.122465,0.243102,0.170404,0.191143,0.124669,0.104077,0.000011,0.000011,0.000056,0.000330,0.000051,0.000010,0.000030,0.000012,0.000012,0.000108,0.000016,0.000013,0.000091,pause
0.090869,0.086258,3.316238,0.275732,0.249355,1.427722,0.000019,0.227768,-25.759774,-0.390783,-0.645954,-1.200961,-0.371924,-0.800755,1.059866,0.720129,0.050154,-0.696047,-0.863044,0.915349,-0.311138,0.000070,0.000083,0.000792,0.142295,0.000842,0.000080,0.000257,0.000056,0.000050,0.010729,0.000060,0.000047,0.039108,0.000221,0.000143,0.003576,0.003134,0.001601,0.003070,0.000015,0.000000,0.194620,0.425584,0.366027,0.249849,0.297443,0.262035,0.264763,0.122465,0.243102,0.170404,0.191143,0.124669,0.104077,0.000011,0.000011,0.000056,0.000330,0.000051,0.000010,0.000030,0.000012,0.000012,0.000108,0.000016,0.000013,0.000091,pause
0.090869,0.086258,3.316238,0.275732,0.249355,1.427722,0.000019,0.227768,-25.759774,-0.390783,-0.645954,-1.200961,-0.371924,-0.800755,1.059866,0.720129,0.050154,-0.696047,-0.863044,0.915349,-0.311138,0.000070,0.000083,0.000792,0.142295,0.000842,0.000080,0.000257,0.000056,0.000050,0.010729,0.000060,0.000047,0.039108,0.000221,0.000143,0.003576,0.003134,0.001601,0.003070,0.000015,0.000000,0.194620,0.425584,0.366027,0.249849,0.297443,0.262035,0.264763,0.122465,0.243102,0.170404,0.191143,0.124669,0.104077,0.000011,0.000011,0.000056,0.000330,0.000051,0.000010,0.000030,0.000012,0.000012,0.000108,0.000016,0.000013,0.000091,pause
0.090869,0.086258,3.316238,0.275732,0.249355,1.427722,0.000019,0.227768,-25.759774,-0.390783,-0.645954,-1.200961,-0.371924,-0.800755,1.059866,0.720129,0.050154,-0.696047,-0.863044,0.915349,-0.311138,0.000070,0.000083,0.000792,0.142295,0.000842,0.000080,0.000257,0.000056,0.000050,0.010729,0.000060,0.000047,0.039108,0.000221,0.000143,0.003576,0.003134,0.001601,0.003070,0.000015,0.000000,0.194620,0.425584,0.366027,0.249849,0.297443,0.262035,0.264763,0.122465,0.243102,0.170404,0.191143,0.124669,0.104077,0.000011,0.000011,0.000056,0.000330,0.000051,0.000010,0.000030,0.000012,0.000012,0.000108,0.000016,0.000013,0.000091,pause
0.090869,0.086258,3.316238,0.275732,0.249355,1.427722,0.000019,0.227768,-25.759774,-0.390783,-0.645954,-1.200961,-0.371924,-0.800755,1.059866,0.720129,0.050154,-0.696047,-0.863044,0.915349,-0.311138,0.000070,0.000083,0.000792,0.142295,0.000842,0.000080,0.000257,0.000056,0.000050,0.010729,0.000060,0.000047,0.039108,0.000221,0.000143,0.003576,0.003134,0.001601,0.003070,0.000015,0.000000,0.194620,0.425584,0.366027,0.249849,0.297443,0.262035,0.264763,0.122465,0.243102,0.170404,0.191143,0.124669,0.104077,0.000011,0.000011,0.000056,0.000330,0.000051,0.000010,0.000030,0.000012,0.000012,0.000108,0.000016,0.000013,0.000091,pause
0.090869,0.086258,3.316238,0.275732,0.249355,1.427722,0.000019,0.227768,-25.759774,-0.390783,-0.645954,-1.200961,-0.371924,-0.800755,1.059866,0.720129,0.050154,-0.696047,-0.863044,0.915349,-0.311138,0.000070,0.000083,0.000792,0.142295,0.000842,0.000080,0.000257,0.000056,0.000050,0.010729,0.000060,0.000047,0.039108,0.000221,0.000143,0.003576,0.003134,0.001601,0.003070,0.000015,0.000000,0.194620,0.425584,0.366027,0.249849,0.297443,0.262035,0.264763,0.122465,0.243102,0.170404,0.191143,0.124669,0.104077,0.000011,0.000011,0.000056,0.000330,0.000051,0.000010,0.000030,0.000012,0.000012,0.000108,0.000016,0.000013,0.000091,pause
0.090869,0.086258,3.316238,0.275732,0.249355,1.427722,0.000019,0.227768,-25.759774,-0.390783,-0.645954,-1.200961,-0.371924,-0.800755,1.059866,0.720129,0.050154,-0.696047,-0.863044,0.915349,-0.311138,0.000070,0.000083,0.000792,0.142295,0.000842,0.000080,0.000257,0.000056,0.000050,0.010729,0.000060,0.000047,0.039108,0.000221,0.000143,0.003576,0.003134,0.001601,0.003070,0.000015,0.000000,0.194620,0.425584,0.366027,0.249849,0.297443,0.262035,0.264763,0.122465,0.243102,0.170404,0.191143,0.124669,0.104077,0.000011,0.000011,0.000056,0.000330,0.000051,0.000010,0.000030,0.000012,0.000012,0.000108,0.000016,0.000013,0.000091,pause
0.090869,0.086258,3.316238,0.275732,0.249355,1.427722,0.000019,0.227768,-25.759774,-0.390783,-0.645954,-1.200961,-0.371924,-0.800755,1.059866,0.720129,0.050154,-0.696047,-0.863044,0.915349,-0.311138,0.000070,0.000083,0.000792,0.142295,0.000842,0.000080,0.000257,0.000056,0.000050,0.010729,0.000060,0.000047,0.039108,0.000221,0.000143,0.003576,0.003134,0.001601,0.003070,0.000015,0.000000,0.194620,0.425584,0.366027,0.249849,0.297443,0.262035,0.264763,0.122465,0.243102,0.170404,0.191143,0.124669,0.104077,0.000011,0.000011,0.000056,0.000330,0.000051,0.000010,0.000030,0.000012,0.000012,0.000108,0.000016,0.000013,0.000091,pause
