@RELATION svmModel
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {normal}

@DATA
0.171579,0.017382,2.729649,0.272137,0.242823,1.154635,0.015756,0.288612,-25.561965,1.666041,0.626414,0.512476,-0.232141,0.332463,0.127332,0.142373,0.173266,0.125413,0.031456,0.007354,0.078065,0.007925,0.002497,0.046068,0.004139,0.022844,0.003605,0.066960,0.000806,0.007620,0.015218,0.073130,0.003081,0.035640,0.145804,0.019373,0.595103,0.113604,0.039289,0.899752,0.010615,0.263150,2.717259,1.094076,0.368127,0.304697,0.460915,0.224326,0.303317,0.251353,0.246434,0.202175,0.169083,0.160366,0.160771,0.010143,0.001907,0.049459,0.002667,0.035260,0.002336,0.067681,0.000833,0.012040,0.018958,0.062942,0.003903,0.019042,normal
0.056909,0.007620,2.544270,0.192261,0.237879,0.475868,0.044018,0.100727,-30.699853,2.186440,0.561557,0.427961,-0.041837,0.112457,0.221250,0.048590,0.129899,0.111483,-0.001496,0.089189,-0.002546,0.007411,0.003122,0.056002,0.004327,0.013927,0.035507,0.186008,0.000501,0.003351,0.006608,0.029206,0.002262,0.057079,0.056510,0.011418,0.494556,0.069913,0.040024,0.368669,0.077828,0.113825,3.771724,0.707505,0.489219,0.277480,0.317883,0.197496,0.316468,0.180150,0.170223,0.140352,0.171978,0.163267,0.123198,0.008696,0.005374,0.029486,0.004653,0.015252,0.042505,0.090466,0.000557,0.003712,0.004913,0.025231,0.002814,0.020334,normal
0.110572,0.014796,2.994388,0.279938,0.226222,0.845209,0.019703,0.151951,-34.776469,1.475448,1.152516,0.039469,0.233599,0.005204,0.014697,0.029143,0.049759,-0.195325,-0.038631,-0.289490,0.065288,0.011619,0.000700,0.010285,0.007731,0.015989,0.080492,0.030117,0.000391,0.001518,0.004497,0.009763,0.004861,0.034345,0.112629,0.020614,0.283601,0.103942,0.016172,0.557319,0.010392,0.178718,1.831231,0.720132,0.392249,0.171724,0.274221,0.182718,0.182576,0.228101,0.167396,0.193438,0.129412,0.134056,0.212408,0.024446,0.001124,0.015167,0.017994,0.031080,0.014787,0.037696,0.000592,0.002830,0.007747,0.015843,0.010790,0.011728,normal
0.080717,0.010151,2.594310,0.139259,0.158724,0.568072,0.012844,0.105482,-32.255031,2.038540,-0.259259,-0.361426,0.149867,-0.111253,-0.086381,-0.447169,0.120071,-0.115578,-0.279950,0.069437,0.024325,0.013254,0.006548,0.025329,0.024417,0.019836,0.010058,0.011566,0.002007,0.011328,0.015862,0.014030,0.008598,0.015804,0.071736,0.011249,0.539769,0.076833,0.042990,0.570564,0.008263,0.102141,5.965361,2.480001,0.559663,0.987387,0.522214,0.379478,0.309240,0.258354,0.461171,0.216018,0.276555,0.295548,0.253636,0.015438,0.008582,0.031315,0.035547,0.020818,0.009598,0.011325,0.001519,0.016045,0.014999,0.016400,0.013659,0.010066,normal
0.101273,0.009466,2.472287,0.225599,0.265388,0.527876,0.057897,0.118636,-31.404189,1.913701,0.434298,0.256246,0.216142,0.130366,0.071930,0.161975,0.133008,0.114960,0.015228,0.064742,0.102396,0.003677,0.002135,0.041262,0.001682,0.011577,0.073593,0.121037,0.000681,0.002693,0.006699,0.030233,0.000934,0.047259,0.054919,0.020241,0.494845,0.076105,0.036045,0.420411,0.065868,0.139490,3.835219,0.596194,0.342467,0.243340,0.227881,0.136328,0.178019,0.171456,0.179981,0.129991,0.090696,0.105351,0.105438,0.003267,0.003099,0.026835,0.001815,0.014115,0.064343,0.086959,0.001376,0.003037,0.007667,0.019915,0.000853,0.011756,normal
0.071289,0.003199,2.489612,0.158860,0.172891,0.542342,0.011256,0.097358,-32.239607,1.771073,0.645021,0.306006,-0.177311,0.352420,0.187464,0.114302,0.172978,0.117411,-0.007866,0.034070,-0.133587,0.020417,0.004088,0.061141,0.005525,0.017228,0.010544,0.023378,0.001469,0.002926,0.011032,0.024736,0.005495,0.021543,0.075641,0.007384,0.634563,0.088718,0.061478,0.545759,0.008191,0.115759,6.987252,1.186189,0.762096,0.435906,0.639123,0.308766,0.296191,0.245080,0.331418,0.268751,0.162788,0.195612,0.241887,0.024515,0.005530,0.056648,0.005502,0.019317,0.014420,0.025747,0.001856,0.002816,0.012089,0.020116,0.007882,0.016078,normal
0.079912,0.008853,2.744297,0.143360,0.166813,0.536203,0.009509,0.113578,-29.528709,1.312902,0.107368,0.261689,-0.845817,0.063041,0.042610,-0.251151,-0.011875,-0.119135,-0.120863,0.031034,0.165366,0.009606,0.005291,0.022950,0.018178,0.013737,0.013593,0.013945,0.004231,0.008054,0.011502,0.013759,0.007144,0.012832,0.054466,0.012325,0.441215,0.058042,0.038702,0.490062,0.006386,0.083072,5.790510,1.300513,1.125819,0.574469,0.471315,0.387030,0.650527,0.384344,0.384411,0.184373,0.390736,0.228291,0.218392,0.010368,0.007286,0.023242,0.030133,0.013004,0.019252,0.015630,0.007688,0.008356,0.009890,0.012814,0.006735,0.009550,normal
0.071378,0.009954,2.633976,0.147174,0.180453,0.418126,0.009225,0.090797,-29.484345,1.680415,-0.478320,0.713377,-0.516433,-0.238175,0.164653,-0.223179,-0.182086,0.002483,-0.242619,-0.143297,0.217758,0.013097,0.004092,0.024975,0.018252,0.017360,0.013472,0.022230,0.003369,0.010326,0.011322,0.012521,0.003468,0.015074,0.055315,0.013086,0.482636,0.064249,0.050793,0.424751,0.005467,0.072748,6.571113,1.427708,0.772143,0.567093,0.604263,0.398128,0.511953,0.458872,0.245405,0.300124,0.259389,0.209263,0.276194,0.013455,0.004948,0.025249,0.023939,0.018195,0.017791,0.025471,0.005029,0.011354,0.011990,0.011667,0.003153,0.010109,normal
0.071909,0.021031,2.536586,0.214549,0.224854,0.673247,0.068852,0.175091,-28.321584,2.070386,0.758072,0.288016,-0.056070,0.136988,0.195145,0.086771,-0.022191,0.140047,-0.058068,0.029803,0.121320,0.005230,0.002788,0.046839,0.005498,0.020625,0.036333,0.159995,0.000563,0.002871,0.005787,0.029053,0.001543,0.053187,0.101696,0.035233,0.490834,0.121503,0.047529,0.600290,0.156949,0.219771,5.193405,1.337296,0.679205,0.448806,0.328488,0.367400,0.367435,0.227175,0.288323,0.261059,0.303069,0.199077,0.150253,0.006514,0.005132,0.044369,0.005742,0.024460,0.052626,0.116670,0.000941,0.003198,0.007047,0.033164,0.001761,0.025386,normal
0.098376,0.005942,2.590974,0.174579,0.181924,0.878253,0.007799,0.114036,-33.735270,0.470418,0.279722,-0.307435,-0.502668,-0.003341,-0.020677,-0.114107,-0.121188,-0.023020,0.075461,-0.063178,0.049543,0.013767,0.004077,0.016871,0.007273,0.016514,0.017915,0.019587,0.003427,0.011455,0.010581,0.012987,0.004954,0.013497,0.048172,0.009004,0.686985,0.051534,0.051899,0.538355,0.005591,0.085041,5.804138,2.050064,0.913713,0.514563,0.468272,0.469401,0.269856,0.383622,0.243013,0.259861,0.254249,0.273695,0.228767,0.016321,0.005436,0.022335,0.006368,0.022532,0.021218,0.018660,0.006814,0.016580,0.010918,0.013723,0.005743,0.009646,normal
0.035269,0.006913,2.597588,0.131203,0.172669,0.390957,0.014104,0.051964,-32.323764,1.881946,0.720401,0.241373,0.011666,0.729435,0.118508,0.349544,-0.145829,0.138694,-0.070156,0.121886,0.085638,0.018768,0.002059,0.095625,0.008647,0.023115,0.008549,0.032956,0.001804,0.003482,0.005913,0.054124,0.002726,0.036591,0.028788,0.007674,0.600417,0.076645,0.069144,0.325129,0.010279,0.044251,7.318578,0.765029,0.640634,0.720749,0.524406,0.437413,0.301784,0.315781,0.227654,0.261918,0.157116,0.221488,0.222902,0.019738,0.002926,0.055276,0.008546,0.019598,0.010270,0.044085,0.002927,0.003955,0.006227,0.048633,0.004511,0.013190,normal
0.034589,0.009072,2.775797,0.152945,0.201031,0.353871,0.017008,0.041848,-34.771774,2.005953,0.607308,0.267088,-0.155911,0.201892,-0.032568,-0.055209,-0.076734,0.073408,0.018731,0.232780,-0.020074,0.010734,0.003642,0.033233,0.006397,0.063247,0.011651,0.054579,0.001386,0.003468,0.015843,0.015406,0.003375,0.031971,0.027734,0.014511,0.543499,0.066204,0.055696,0.357812,0.011369,0.062019,6.320963,1.055014,0.591816,0.518772,0.420445,0.385045,0.290393,0.452764,0.367649,0.185267,0.262217,0.182538,0.192148,0.016055,0.006808,0.048891,0.008552,0.049575,0.012392,0.044643,0.002181,0.004789,0.016460,0.020747,0.006274,0.011076,normal
0.067290,0.011888,2.850605,0.179116,0.196476,0.453509,0.013409,0.033974,-33.483943,1.924362,0.966815,0.116907,-0.013815,0.001618,-0.020660,0.089127,-0.243885,0.103647,-0.278096,-0.011883,-0.056108,0.019243,0.004501,0.022978,0.025259,0.059735,0.008412,0.029392,0.004982,0.002326,0.016058,0.023033,0.006782,0.028832,0.072066,0.012801,0.494166,0.115884,0.069001,0.344669,0.010411,0.037001,7.917565,0.660745,0.779647,0.752074,0.363312,0.330277,0.239389,0.252289,0.278453,0.209377,0.214441,0.310655,0.266245,0.025301,0.007802,0.022751,0.025052,0.033168,0.011040,0.022742,0.012177,0.002992,0.020839,0.027688,0.011614,0.010961,normal
0.033525,0.056886,3.034292,0.176687,0.209870,0.331163,0.037208,0.063723,-30.527233,2.580775,0.542954,-0.055422,-0.086789,-0.037890,0.200079,0.086273,0.011367,-0.096485,-0.119131,0.078067,0.028719,0.004482,0.001146,0.011019,0.008172,0.010102,0.065297,0.044043,0.000421,0.008888,0.046411,0.014428,0.001122,0.036247,0.038450,0.058900,0.496809,0.095653,0.076452,0.469556,0.079724,0.126656,10.146830,1.287947,0.684573,0.513477,0.273903,0.289047,0.280168,0.295168,0.227562,0.242254,0.183646,0.195207,0.144904,0.004662,0.001327,0.011891,0.011617,0.012024,0.069217,0.053112,0.000839,0.015584,0.055921,0.021435,0.001338,0.009359,normal
0.013294,0.019977,3.208413,0.052786,0.075355,0.071799,0.018139,0.016243,-40.408995,1.148999,0.345264,-0.285122,-0.084289,-0.013266,0.000902,0.107953,-0.021697,0.052188,-0.025669,-0.014675,-0.029337,0.006719,0.004328,0.005569,0.004853,0.005993,0.111209,0.016011,0.000291,0.008464,0.016308,0.005265,0.003536,0.038734,0.009080,0.021607,0.108374,0.027321,0.040358,0.055792,0.038758,0.010633,5.522715,0.619569,0.304808,0.300426,0.182283,0.142946,0.079179,0.154378,0.086622,0.103225,0.075769,0.118346,0.071922,0.009451,0.008205,0.008604,0.010154,0.013648,0.033346,0.015879,0.000269,0.015915,0.019195,0.007424,0.009150,0.004997,normal
0.070061,0.045395,3.161466,0.187210,0.196365,0.905491,0.022208,0.156121,-24.003261,2.211685,-0.227494,0.717424,0.086453,0.214480,0.320110,-0.062659,0.189245,0.046524,-0.067187,0.189847,-0.088757,0.005556,0.002313,0.007421,0.003536,0.028354,0.004355,0.075491,0.005220,0.013696,0.058405,0.025840,0.002549,0.038504,0.037012,0.023113,0.216925,0.036003,0.020556,0.603738,0.016776,0.093669,2.340116,0.803240,0.914057,0.634140,0.317863,0.481825,0.182324,0.236439,0.271313,0.182559,0.233639,0.145073,0.149312,0.007201,0.003724,0.006491,0.004519,0.045076,0.005973,0.093120,0.009778,0.020126,0.052425,0.034919,0.002339,0.017402,normal
0.093637,0.007859,2.793021,0.276882,0.245453,0.530851,0.009209,0.021166,-39.883385,1.859003,0.938712,0.267486,0.057017,0.274803,-0.035885,-0.035858,-0.078998,-0.052394,-0.140183,-0.104130,-0.090856,0.017420,0.001384,0.048320,0.005072,0.072599,0.004258,0.014304,0.000695,0.001636,0.009239,0.026436,0.003338,0.028417,0.035407,0.014913,0.286625,0.051636,0.033802,0.229168,0.002262,0.029346,4.538592,0.568278,0.370531,0.297132,0.294861,0.244854,0.163503,0.168717,0.146159,0.136116,0.109847,0.092399,0.091089,0.007218,0.001650,0.030385,0.003571,0.014364,0.004049,0.008111,0.000951,0.001000,0.005844,0.020647,0.005803,0.006334,normal
0.043194,0.034964,2.842212,0.191281,0.222462,0.478074,0.061180,0.079976,-33.260901,2.073052,0.659073,0.031845,-0.216601,0.082970,0.076661,0.159966,-0.063881,-0.183171,-0.084496,0.074809,0.088929,0.004631,0.001785,0.022519,0.016981,0.026120,0.062616,0.039237,0.000668,0.005230,0.017447,0.012210,0.001013,0.033495,0.057876,0.061132,0.530111,0.097167,0.081062,0.607747,0.107803,0.142048,10.448293,1.311952,0.633472,0.599851,0.408022,0.318736,0.201955,0.315375,0.250783,0.218867,0.209081,0.161749,0.178588,0.005301,0.002284,0.022858,0.026131,0.042085,0.072006,0.043593,0.001037,0.012494,0.031825,0.017937,0.001084,0.011726,normal
0.086003,0.017951,2.868744,0.193108,0.234123,0.479074,0.012544,0.019555,-36.725651,2.345092,0.792183,0.610274,0.314857,0.037464,-0.258875,-0.282503,-0.107822,0.074747,-0.265395,0.176425,-0.039446,0.010265,0.003505,0.024289,0.033544,0.052594,0.017817,0.049380,0.001297,0.003847,0.015169,0.018493,0.004211,0.025713,0.082081,0.027668,0.352372,0.093740,0.040914,0.487006,0.007125,0.021887,4.687729,1.191750,0.540963,0.560894,0.208544,0.262286,0.201155,0.207439,0.218507,0.204606,0.323456,0.234280,0.298434,0.015160,0.007018,0.016685,0.020499,0.020522,0.012322,0.030868,0.002062,0.004930,0.010610,0.014650,0.011786,0.005974,normal
0.075378,0.047620,2.702006,0.202038,0.233199,0.578349,0.015977,0.100423,-27.056529,2.262497,0.135403,-0.101934,0.038362,0.289458,-0.129844,-0.010233,-0.066283,-0.090109,-0.311495,-0.220046,-0.155506,0.011328,0.009392,0.045441,0.023686,0.015077,0.016745,0.064987,0.000963,0.006445,0.025720,0.010472,0.004164,0.032150,0.036709,0.066483,0.622621,0.084419,0.038331,0.575849,0.011755,0.137573,6.291154,0.866736,0.772781,0.633329,0.386052,0.517606,0.216336,0.287124,0.358249,0.225805,0.320401,0.385156,0.335036,0.013316,0.024807,0.051562,0.043352,0.016595,0.017861,0.058097,0.001056,0.009565,0.037508,0.011572,0.006510,0.012935,normal
0.066845,0.064156,3.176211,0.186240,0.217566,0.424347,0.021420,0.101176,-24.581197,2.672372,1.122507,0.156396,-0.022790,0.077410,-0.025529,0.235414,0.077763,0.167188,-0.101468,0.075899,-0.190053,0.012561,0.003228,0.016495,0.005191,0.021124,0.003805,0.111889,0.000162,0.005897,0.050769,0.033706,0.006869,0.045324,0.047480,0.060831,0.144918,0.055959,0.022468,0.471831,0.016660,0.110030,2.268552,0.792815,0.457376,0.600345,0.545220,0.431673,0.270873,0.238939,0.316168,0.207041,0.188140,0.214793,0.243779,0.022239,0.008542,0.021268,0.011744,0.031132,0.004989,0.097955,0.000106,0.012938,0.051377,0.043092,0.008522,0.015078,normal
0.036097,0.018075,2.859508,0.145038,0.206606,0.324008,0.016330,0.053539,-32.521265,2.774919,0.645800,0.332117,-0.496820,0.043647,-0.131371,-0.066655,0.167343,-0.097489,-0.177160,-0.177345,-0.154633,0.012065,0.011386,0.023214,0.013646,0.080859,0.015600,0.052712,0.000806,0.003975,0.015142,0.013870,0.002162,0.034821,0.030898,0.024969,0.457538,0.058975,0.037259,0.387897,0.016052,0.071255,6.946756,0.511511,0.388763,0.617812,0.583576,0.443665,0.292800,0.233213,0.271858,0.229622,0.331606,0.279752,0.217006,0.019386,0.015912,0.021015,0.012953,0.061320,0.026565,0.043548,0.001001,0.006273,0.018374,0.017086,0.002440,0.013546,normal
0.030349,0.050999,3.031425,0.154238,0.222419,0.172261,0.050145,0.036802,-30.615594,2.503365,0.838777,0.031397,-0.019072,0.131708,-0.040359,0.163516,-0.051160,-0.038912,-0.179451,0.058488,0.092013,0.007982,0.001893,0.012118,0.021192,0.052589,0.054483,0.044719,0.000208,0.003322,0.013662,0.017490,0.001198,0.040634,0.044500,0.060693,0.443110,0.062507,0.049086,0.263742,0.088259,0.061720,9.954631,0.948697,0.476167,0.489178,0.470154,0.406451,0.175999,0.206761,0.250868,0.154030,0.241747,0.224642,0.162971,0.016299,0.004109,0.013943,0.038983,0.071590,0.070319,0.060387,0.000259,0.005360,0.019929,0.034489,0.002524,0.012295,normal
0.075345,0.011398,2.473646,0.170941,0.198640,0.484993,0.009635,0.085060,-33.217376,1.521458,0.036238,0.148463,-0.334004,0.015000,0.170669,-0.003820,0.044533,-0.091181,-0.121680,0.057700,0.190971,0.007303,0.006305,0.019811,0.009911,0.038439,0.020839,0.022344,0.003731,0.006247,0.009214,0.009401,0.003071,0.017709,0.066262,0.023871,0.815038,0.080526,0.057017,0.534649,0.004526,0.107513,7.373246,1.348090,1.225648,0.607057,0.447360,0.446899,0.457355,0.306662,0.388899,0.351149,0.212836,0.201243,0.253091,0.010575,0.010104,0.023270,0.010434,0.038949,0.028388,0.024622,0.006619,0.007383,0.009732,0.010455,0.003289,0.012302,normal
0.155515,0.044038,3.117810,0.266309,0.226272,1.315118,0.017854,0.288970,-24.150638,1.461892,0.295501,0.344163,0.166323,0.119437,0.013658,0.142587,0.143304,0.125140,-0.244857,-0.066543,-0.222420,0.021289,0.023934,0.019069,0.002875,0.018270,0.003839,0.066181,0.001596,0.004979,0.021354,0.017005,0.015184,0.032078,0.131148,0.045820,0.190870,0.091286,0.028320,0.843327,0.019872,0.218674,2.173022,0.966128,0.827612,0.858218,0.375706,0.383093,0.316535,0.232757,0.185954,0.290756,0.297286,0.344127,0.368785,0.034545,0.054825,0.027141,0.002727,0.034602,0.003782,0.070942,0.001841,0.006511,0.024163,0.015998,0.030692,0.016916,normal
0.075624,0.021238,2.588178,0.194862,0.199343,0.466676,0.013548,0.060912,-35.425517,2.254923,-0.118781,0.398362,0.297816,0.053904,0.001412,0.033487,0.106069,-0.047372,-0.158160,-0.086675,-0.089576,0.018983,0.008520,0.034544,0.017214,0.056383,0.004780,0.035137,0.001770,0.002275,0.009915,0.021755,0.003173,0.028513,0.074526,0.028695,0.678727,0.113053,0.062864,0.435297,0.010023,0.091444,6.964192,1.179380,0.739167,0.574459,0.534765,0.358759,0.290364,0.268335,0.300664,0.269321,0.243957,0.291212,0.228207,0.030031,0.016729,0.033889,0.028368,0.050622,0.007202,0.033885,0.003012,0.004633,0.013984,0.023388,0.004795,0.012093,normal
0.037211,0.010334,2.882323,0.119171,0.161692,0.296822,0.013362,0.055343,-31.279996,2.540521,0.734246,0.282840,-0.203820,0.289313,-0.010698,0.111566,-0.236746,0.267160,0.016059,0.110305,0.018110,0.022251,0.002637,0.078469,0.011260,0.022110,0.014511,0.023672,0.001388,0.003362,0.010973,0.036596,0.005150,0.028870,0.044032,0.012340,0.317451,0.065215,0.059553,0.293629,0.009023,0.075367,6.563416,0.840879,0.564608,0.602598,0.369480,0.356456,0.283963,0.359433,0.284846,0.271011,0.209265,0.153447,0.116088,0.022955,0.003614,0.037263,0.015834,0.023625,0.016119,0.024567,0.002296,0.003244,0.010695,0.027475,0.009805,0.010844,normal
0.101427,0.018372,2.877811,0.177676,0.170042,0.640045,0.009798,0.121227,-29.858173,1.827261,0.530093,-0.040325,-0.293463,-0.055390,-0.242156,-0.088765,-0.202463,-0.102430,-0.138481,0.089450,-0.160847,0.017110,0.004229,0.020157,0.008982,0.036968,0.028237,0.032518,0.001947,0.009643,0.007251,0.027185,0.005391,0.027353,0.112389,0.020249,0.536772,0.100519,0.054375,0.505052,0.010588,0.142785,7.312518,1.207277,0.738842,0.602589,0.415022,0.308802,0.361698,0.397422,0.367039,0.302041,0.301437,0.260754,0.252122,0.018780,0.007741,0.021212,0.010960,0.045536,0.034001,0.038505,0.003840,0.015573,0.011349,0.027036,0.005751,0.018732,normal
0.033178,0.007861,2.745549,0.123622,0.183702,0.223531,0.023321,0.033938,-33.142155,2.663190,0.878517,0.548849,-0.041639,0.558185,0.208167,0.096143,0.041667,0.276485,-0.147775,0.054519,0.058042,0.022933,0.003304,0.112951,0.007164,0.027003,0.004420,0.024361,0.001154,0.004627,0.020091,0.029282,0.002369,0.035884,0.032205,0.010511,0.433017,0.077304,0.065948,0.227890,0.022218,0.035153,6.241003,0.739979,0.791978,0.389938,0.425017,0.251221,0.289482,0.331395,0.200619,0.216105,0.184299,0.200821,0.170319,0.021092,0.006752,0.065974,0.009998,0.021702,0.005293,0.022078,0.001770,0.005991,0.024962,0.019087,0.002765,0.015222,normal
0.119727,0.051295,3.058311,0.227209,0.218692,1.022691,0.019249,0.226390,-24.166940,2.085767,0.396573,0.404535,0.010648,0.137838,0.026987,0.135490,0.079740,-0.011992,-0.103517,0.021483,-0.122700,0.026370,0.003277,0.020389,0.004194,0.028334,0.004470,0.052009,0.000692,0.004701,0.035767,0.039121,0.015149,0.037198,0.108949,0.039169,0.436821,0.095253,0.032485,0.938167,0.015382,0.229907,2.378738,1.145463,0.627280,0.611993,0.311414,0.327466,0.305568,0.214696,0.286636,0.195269,0.219169,0.198321,0.315661,0.030102,0.003508,0.034278,0.003939,0.041760,0.004110,0.051360,0.000818,0.005776,0.045915,0.035167,0.024983,0.015047,normal
0.070901,0.007002,2.513224,0.169678,0.187113,0.609100,0.012312,0.094208,-34.018345,1.595456,0.363673,0.383567,0.140434,-0.028758,0.404631,-0.152942,-0.459459,0.149026,0.074905,0.122349,0.183023,0.008988,0.003010,0.019911,0.007604,0.028340,0.018923,0.045351,0.009114,0.008269,0.019367,0.018616,0.001678,0.020323,0.065151,0.007734,0.345854,0.061407,0.029700,0.346462,0.007807,0.090417,4.037597,0.898790,0.627637,0.461455,0.362006,0.299405,0.333815,0.303219,0.272493,0.192061,0.141022,0.166824,0.166313,0.011353,0.005895,0.025302,0.012156,0.025817,0.018315,0.027662,0.005287,0.009895,0.010779,0.018500,0.002195,0.009818,normal
0.177870,0.013941,3.073524,0.309873,0.237464,1.016327,0.006080,0.054764,-39.137633,0.468421,0.089340,0.040428,-0.270235,0.140980,0.343283,-0.089795,-0.117075,-0.233014,-0.357792,0.008779,-0.149010,0.003091,0.004242,0.004642,0.007513,0.035696,0.006091,0.007015,0.001700,0.006743,0.010645,0.013867,0.001427,0.013778,0.042305,0.022990,0.235465,0.056451,0.033492,0.334691,0.003954,0.065112,4.561563,0.451283,0.388698,0.324598,0.236730,0.239380,0.180998,0.173588,0.197293,0.149062,0.208190,0.171794,0.134133,0.003295,0.009398,0.006181,0.015583,0.023959,0.005947,0.008852,0.001497,0.009681,0.008301,0.011434,0.001477,0.006380,normal
0.037365,0.029158,3.141041,0.185599,0.227738,0.333510,0.021145,0.054660,-31.560420,2.425163,0.747109,-0.168001,-0.106536,-0.008974,0.127553,0.223261,-0.075755,-0.042149,-0.074393,0.086102,-0.122606,0.026869,0.002050,0.006803,0.002937,0.007661,0.057081,0.068807,0.000320,0.002373,0.014118,0.022426,0.011727,0.043066,0.041440,0.033490,0.345367,0.086351,0.057699,0.444061,0.018379,0.128192,9.892134,1.057655,0.739089,0.515880,0.472261,0.219120,0.323480,0.197947,0.185301,0.144899,0.218587,0.194772,0.282625,0.052017,0.002482,0.006725,0.004589,0.010479,0.068522,0.083624,0.000651,0.005383,0.025446,0.045298,0.028057,0.009988,normal
0.053117,0.038096,2.705061,0.160302,0.206196,0.490113,0.010887,0.086494,-26.010286,3.045578,0.542900,-0.084920,0.035913,0.137737,-0.080289,0.145254,0.224783,-0.102461,0.095864,0.086582,-0.021359,0.014114,0.006674,0.051794,0.007715,0.014831,0.017055,0.088800,0.000973,0.004887,0.017181,0.065578,0.008076,0.036868,0.014548,0.036522,0.313514,0.030438,0.031752,0.289907,0.005770,0.047316,3.976273,0.661563,0.954853,0.505735,0.774441,0.257304,0.230177,0.162421,0.182686,0.191844,0.196813,0.171848,0.181384,0.013579,0.006886,0.047095,0.007031,0.009983,0.025740,0.072396,0.001950,0.005823,0.012140,0.035841,0.012920,0.013745,normal
0.060560,0.018138,2.887414,0.148635,0.162442,0.596698,0.078465,0.095807,-33.471892,1.476857,0.180110,-0.296796,-0.212504,0.276274,-0.109061,-0.009698,-0.120982,-0.246831,-0.232055,-0.032848,-0.069758,0.010857,0.002784,0.016299,0.016931,0.017990,0.055677,0.016936,0.001933,0.005400,0.042296,0.014001,0.002271,0.034915,0.063103,0.028113,0.657573,0.094541,0.094633,0.409205,0.192760,0.126092,11.152545,1.021548,0.441053,0.711849,0.358775,0.518073,0.220123,0.322037,0.324439,0.264526,0.382428,0.280526,0.237116,0.020196,0.006375,0.023919,0.028391,0.033054,0.067952,0.031495,0.004192,0.010409,0.070407,0.018345,0.004447,0.013468,normal
0.186364,0.050644,3.215750,0.282421,0.253748,1.013265,0.019467,0.293333,-24.664385,1.885972,1.148997,-0.086052,0.145087,-0.032715,-0.024934,0.156269,-0.095195,0.155235,0.000674,0.146047,-0.028596,0.012845,0.000875,0.008086,0.001442,0.015014,0.015086,0.096164,0.000541,0.007055,0.030189,0.048029,0.005598,0.040440,0.166675,0.052970,0.115936,0.130101,0.035295,1.001124,0.020742,0.322577,2.323133,0.962272,0.620508,0.510723,0.216320,0.343805,0.223831,0.199029,0.264185,0.176752,0.108844,0.260019,0.250815,0.020251,0.001040,0.005311,0.000956,0.021561,0.018605,0.097688,0.000480,0.016527,0.036678,0.059927,0.010192,0.018943,normal
